Institute,Academic Program Name,Category,Gender,Closing Rank,College_Branch,State
"Vishwaniketan's Institute of Management Entrepreneurship and
Engineering Technology(i MEET), Khalapur Dist Raigad","Computer Science and
Engineering(Artificial",SC,Female-Only,78609,"Vishwaniketan's Institute of Management Entrepreneurship and
Engineering Technology(i MEET), Khalapur Dist Raigad - Computer Science and
Engineering(Artificial",Maharashtra
"Vishwaniketan's Institute of Management Entrepreneurship and
Engineering Technology(i MEET), Khalapur Dist Raigad","Computer Science and
Engineering(Artificial",NT,Gender-Neutral,95642,"Vishwaniketan's Institute of Management Entrepreneurship and
Engineering Technology(i MEET), Khalapur Dist Raigad - Computer Science and
Engineering(Artificial",Maharashtra
"Vishwaniketan's Institute of Management Entrepreneurship and
Engineering Technology(i MEET), Khalapur Dist Raigad","Computer Science and
Engineering(Artificial",NT,Gender-Neutral,75931,"Vishwaniketan's Institute of Management Entrepreneurship and
Engineering Technology(i MEET), Khalapur Dist Raigad - Computer Science and
Engineering(Artificial",Maharashtra
"Vishwaniketan's Institute of Management Entrepreneurship and
Engineering Technology(i MEET), Khalapur Dist Raigad","Computer Science and
Engineering(Artificial",NT,Female-Only,96109,"Vishwaniketan's Institute of Management Entrepreneurship and
Engineering Technology(i MEET), Khalapur Dist Raigad - Computer Science and
Engineering(Artificial",Maharashtra
YASHWANTRAO BHONSALE INSTITUTE OF TECHNOLOGY,"Computer Science and
Engineering",Open,Gender-Neutral,69121,"YASHWANTRAO BHONSALE INSTITUTE OF TECHNOLOGY - Computer Science and
Engineering",Maharashtra
YASHWANTRAO BHONSALE INSTITUTE OF TECHNOLOGY,"Computer Science and
Engineering",SC,Gender-Neutral,125172,"YASHWANTRAO BHONSALE INSTITUTE OF TECHNOLOGY - Computer Science and
Engineering",Maharashtra
YASHWANTRAO BHONSALE INSTITUTE OF TECHNOLOGY,"Computer Science and
Engineering",OBC,Gender-Neutral,91426,"YASHWANTRAO BHONSALE INSTITUTE OF TECHNOLOGY - Computer Science and
Engineering",Maharashtra
YASHWANTRAO BHONSALE INSTITUTE OF TECHNOLOGY,"Computer Science and
Engineering",Open,Female-Only,85048,"YASHWANTRAO BHONSALE INSTITUTE OF TECHNOLOGY - Computer Science and
Engineering",Maharashtra
YASHWANTRAO BHONSALE INSTITUTE OF TECHNOLOGY,"Computer Science and
Engineering",OBC,Female-Only,85316,"YASHWANTRAO BHONSALE INSTITUTE OF TECHNOLOGY - Computer Science and
Engineering",Maharashtra
YASHWANTRAO BHONSALE INSTITUTE OF TECHNOLOGY,"Computer Science and
Engineering",SC,Female-Only,126116,"YASHWANTRAO BHONSALE INSTITUTE OF TECHNOLOGY - Computer Science and
Engineering",Maharashtra
YASHWANTRAO BHONSALE INSTITUTE OF TECHNOLOGY,Computer Engineering,Open,Gender-Neutral,87242,YASHWANTRAO BHONSALE INSTITUTE OF TECHNOLOGY - Computer Engineering,Maharashtra
YASHWANTRAO BHONSALE INSTITUTE OF TECHNOLOGY,Computer Engineering,SC,Gender-Neutral,88930,YASHWANTRAO BHONSALE INSTITUTE OF TECHNOLOGY - Computer Engineering,Maharashtra
YASHWANTRAO BHONSALE INSTITUTE OF TECHNOLOGY,Computer Engineering,NT,Gender-Neutral,111520,YASHWANTRAO BHONSALE INSTITUTE OF TECHNOLOGY - Computer Engineering,Maharashtra
YASHWANTRAO BHONSALE INSTITUTE OF TECHNOLOGY,Computer Engineering,OBC,Gender-Neutral,138696,YASHWANTRAO BHONSALE INSTITUTE OF TECHNOLOGY - Computer Engineering,Maharashtra
YASHWANTRAO BHONSALE INSTITUTE OF TECHNOLOGY,Computer Engineering,Open,Female-Only,125261,YASHWANTRAO BHONSALE INSTITUTE OF TECHNOLOGY - Computer Engineering,Maharashtra
YASHWANTRAO BHONSALE INSTITUTE OF TECHNOLOGY,Computer Engineering,OBC,Female-Only,140677,YASHWANTRAO BHONSALE INSTITUTE OF TECHNOLOGY - Computer Engineering,Maharashtra
YASHWANTRAO BHONSALE INSTITUTE OF TECHNOLOGY,Electrical Engineering,Open,Gender-Neutral,120923,YASHWANTRAO BHONSALE INSTITUTE OF TECHNOLOGY - Electrical Engineering,Maharashtra
YASHWANTRAO BHONSALE INSTITUTE OF TECHNOLOGY,Mechanical Engineering,Open,Female-Only,100096,YASHWANTRAO BHONSALE INSTITUTE OF TECHNOLOGY - Mechanical Engineering,Maharashtra
"New Horizon Institute of Technology & Management, Thane",Civil Engineering,Open,Gender-Neutral,140803,"New Horizon Institute of Technology & Management, Thane - Civil Engineering",Maharashtra
"New Horizon Institute of Technology & Management, Thane",Civil Engineering,Open,Female-Only,119479,"New Horizon Institute of Technology & Management, Thane - Civil Engineering",Maharashtra
"New Horizon Institute of Technology & Management, Thane",Computer Engineering,Open,Gender-Neutral,30727,"New Horizon Institute of Technology & Management, Thane - Computer Engineering",Maharashtra
"New Horizon Institute of Technology & Management, Thane",Computer Engineering,SC,Gender-Neutral,44431,"New Horizon Institute of Technology & Management, Thane - Computer Engineering",Maharashtra
"New Horizon Institute of Technology & Management, Thane",Computer Engineering,VJ,Gender-Neutral,80210,"New Horizon Institute of Technology & Management, Thane - Computer Engineering",Maharashtra
"New Horizon Institute of Technology & Management, Thane",Computer Engineering,OBC,Gender-Neutral,36626,"New Horizon Institute of Technology & Management, Thane - Computer Engineering",Maharashtra
"New Horizon Institute of Technology & Management, Thane",Computer Engineering,Open,Female-Only,34480,"New Horizon Institute of Technology & Management, Thane - Computer Engineering",Maharashtra
"New Horizon Institute of Technology & Management, Thane",Computer Engineering,OBC,Female-Only,38378,"New Horizon Institute of Technology & Management, Thane - Computer Engineering",Maharashtra
"New Horizon Institute of Technology & Management, Thane",Computer Engineering,SC,Female-Only,40513,"New Horizon Institute of Technology & Management, Thane - Computer Engineering",Maharashtra
"New Horizon Institute of Technology & Management, Thane",Computer Engineering,ST,Gender-Neutral,109563,"New Horizon Institute of Technology & Management, Thane - Computer Engineering",Maharashtra
"New Horizon Institute of Technology & Management, Thane",Computer Engineering,NT,Female-Only,83629,"New Horizon Institute of Technology & Management, Thane - Computer Engineering",Maharashtra
"New Horizon Institute of Technology & Management, Thane",Computer Engineering,NT,Gender-Neutral,48124,"New Horizon Institute of Technology & Management, Thane - Computer Engineering",Maharashtra
"New Horizon Institute of Technology & Management, Thane",Computer Engineering,NT,Female-Only,82693,"New Horizon Institute of Technology & Management, Thane - Computer Engineering",Maharashtra
"New Horizon Institute of Technology & Management, Thane",Computer Engineering,NT,Female-Only,57061,"New Horizon Institute of Technology & Management, Thane - Computer Engineering",Maharashtra
"New Horizon Institute of Technology & Management, Thane",Computer Engineering,Open,Gender-Neutral,117319,"New Horizon Institute of Technology & Management, Thane - Computer Engineering",Maharashtra
"New Horizon Institute of Technology & Management, Thane",Computer Engineering,VJ,Female-Only,128876,"New Horizon Institute of Technology & Management, Thane - Computer Engineering",Maharashtra
"New Horizon Institute of Technology & Management, Thane","Computer Science and
Design",Open,Gender-Neutral,44970,"New Horizon Institute of Technology & Management, Thane - Computer Science and
Design",Maharashtra
"New Horizon Institute of Technology & Management, Thane","Computer Science and
Design",SC,Gender-Neutral,66313,"New Horizon Institute of Technology & Management, Thane - Computer Science and
Design",Maharashtra
"New Horizon Institute of Technology & Management, Thane","Computer Science and
Design",NT,Gender-Neutral,68688,"New Horizon Institute of Technology & Management, Thane - Computer Science and
Design",Maharashtra
"New Horizon Institute of Technology & Management, Thane","Computer Science and
Design",OBC,Gender-Neutral,52015,"New Horizon Institute of Technology & Management, Thane - Computer Science and
Design",Maharashtra
"New Horizon Institute of Technology & Management, Thane","Computer Science and
Design",Open,Female-Only,51955,"New Horizon Institute of Technology & Management, Thane - Computer Science and
Design",Maharashtra
"New Horizon Institute of Technology & Management, Thane","Computer Science and
Design",OBC,Female-Only,64837,"New Horizon Institute of Technology & Management, Thane - Computer Science and
Design",Maharashtra
"New Horizon Institute of Technology & Management, Thane","Computer Science and
Design",SC,Female-Only,72132,"New Horizon Institute of Technology & Management, Thane - Computer Science and
Design",Maharashtra
"New Horizon Institute of Technology & Management, Thane","Computer Science and
Design",ST,Gender-Neutral,126218,"New Horizon Institute of Technology & Management, Thane - Computer Science and
Design",Maharashtra
"New Horizon Institute of Technology & Management, Thane","Computer Science and
Design",NT,Gender-Neutral,66339,"New Horizon Institute of Technology & Management, Thane - Computer Science and
Design",Maharashtra
"New Horizon Institute of Technology & Management, Thane",Mechanical Engineering,Open,Gender-Neutral,122670,"New Horizon Institute of Technology & Management, Thane - Mechanical Engineering",Maharashtra
"New Horizon Institute of Technology & Management, Thane",Mechanical Engineering,Open,Female-Only,103793,"New Horizon Institute of Technology & Management, Thane - Mechanical Engineering",Maharashtra
"New Horizon Institute of Technology & Management, Thane",Mechatronics Engineering,Open,Gender-Neutral,85408,"New Horizon Institute of Technology & Management, Thane - Mechatronics Engineering",Maharashtra
"New Horizon Institute of Technology & Management, Thane",Mechatronics Engineering,OBC,Gender-Neutral,134794,"New Horizon Institute of Technology & Management, Thane - Mechatronics Engineering",Maharashtra
"New Horizon Institute of Technology & Management, Thane",Mechatronics Engineering,Open,Female-Only,97601,"New Horizon Institute of Technology & Management, Thane - Mechatronics Engineering",Maharashtra
